,features,ids
104,"[-0.04092916 -0.06320914  0.24089594  0.0313802  -0.05515564  0.07451555
 -0.08543506 -0.03258932  0.17255004  0.05406528 -0.03791028 -0.07338896
  0.08811045 -0.09616157 -0.083725    0.06256834  0.00654553 -0.08509821
  0.09291918 -0.09966265 -0.0844591  -0.06744629 -0.03545945  0.08708765
  0.10345224 -0.03209598 -0.04958624 -0.00327059  0.0779632  -0.02588678
  0.12891299 -0.00279776  0.05743776 -0.01033963 -0.00451854  0.03168327
  0.1872568  -0.04902462  0.07235067  0.00035263 -0.03434753 -0.05743876
  0.01599182 -0.01811598  0.01627726 -0.02576228 -0.07028048 -0.09467693
 -0.00636089  0.24620135 -0.00912113  0.10674706 -0.01657745  0.02796237
 -0.09106505  0.16543508  0.02105665 -0.16972254 -0.095305   -0.09984079
 -0.16052385  0.07691241 -0.04582454 -0.04507936 -0.05557218  0.07288007
 -0.02409101 -0.00764858 -0.04032332 -0.08206613 -0.09247986  0.07738588
  0.04859019 -0.05056939  0.00761735  0.08528332 -0.02855794  0.06012981
  0.09418013  0.07735268 -0.04601654  0.07972117 -0.10051111 -0.05656691
 -0.07421169 -0.10608613 -0.10016304  0.10722423 -0.11871658  0.15388435
 -0.07847599 -0.0993147   0.29609028 -0.03084011 -0.00515304  0.12945893
 -0.06868259 -0.04873602 -0.03464267 -0.20764782  0.01085895 -0.03825118
 -0.04761053 -0.04310852  0.19578046 -0.08615787 -0.106517    0.02862551
 -0.02416071  0.09480379  0.00796788 -0.08488652  0.07086438  0.10670649
  0.06572051 -0.04769678 -0.05964999 -0.08549743 -0.10859221 -0.09630775
 -0.03726801  0.00855363 -0.10155885  0.06301928 -0.01555738  0.12813072
 -0.03735019 -0.05996734]",[0. 1. 0. 0. 0. 0. 0. 0.]
105,"[-0.04092916 -0.06320914  0.24089594  0.0313802  -0.05515564  0.07451555
 -0.08543506 -0.03258932  0.17255004  0.05406528 -0.03791028 -0.07338896
  0.08811045 -0.09616157 -0.083725    0.06256834  0.00654553 -0.08509821
  0.09291918 -0.09966265 -0.0844591  -0.06744629 -0.03545945  0.08708765
  0.10345224 -0.03209598 -0.04958624 -0.00327059  0.0779632  -0.02588678
  0.12891299 -0.00279776  0.05743776 -0.01033963 -0.00451854  0.03168327
  0.1872568  -0.04902462  0.07235067  0.00035263 -0.03434753 -0.05743876
  0.01599182 -0.01811598  0.01627726 -0.02576228 -0.07028048 -0.09467693
 -0.00636089  0.24620135 -0.00912113  0.10674706 -0.01657745  0.02796237
 -0.09106505  0.16543508  0.02105665 -0.16972254 -0.095305   -0.09984079
 -0.16052385  0.07691241 -0.04582454 -0.04507936 -0.05557218  0.07288007
 -0.02409101 -0.00764858 -0.04032332 -0.08206613 -0.09247986  0.07738588
  0.04859019 -0.05056939  0.00761735  0.08528332 -0.02855794  0.06012981
  0.09418013  0.07735268 -0.04601654  0.07972117 -0.10051111 -0.05656691
 -0.07421169 -0.10608613 -0.10016304  0.10722423 -0.11871658  0.15388435
 -0.07847599 -0.0993147   0.29609028 -0.03084011 -0.00515304  0.12945893
 -0.06868259 -0.04873602 -0.03464267 -0.20764782  0.01085895 -0.03825118
 -0.04761053 -0.04310852  0.19578046 -0.08615787 -0.106517    0.02862551
 -0.02416071  0.09480379  0.00796788 -0.08488652  0.07086438  0.10670649
  0.06572051 -0.04769678 -0.05964999 -0.08549743 -0.10859221 -0.09630775
 -0.03726801  0.00855363 -0.10155885  0.06301928 -0.01555738  0.12813072
 -0.03735019 -0.05996734]",[0. 0. 1. 0. 0. 0. 0. 0.]
106,"[-0.03894106 -0.06535683  0.24181859  0.02791143 -0.05145201  0.07190132
 -0.08645542 -0.03229964  0.17289732  0.05958004 -0.03488768 -0.07200303
  0.08881756 -0.09705668 -0.08317776  0.06461011  0.01180729 -0.08650127
  0.09844581 -0.10014565 -0.08546089 -0.06763215 -0.03348724  0.08638316
  0.10007011 -0.03505403 -0.04989604 -0.00096032  0.0844823  -0.03011496
  0.1318684  -0.0016384   0.05341449 -0.00702318  0.00036072  0.03266661
  0.18198076 -0.05075749  0.06707022  0.00266086 -0.03580451 -0.06244029
  0.01673119 -0.01909297  0.01493743 -0.0269432  -0.06924748 -0.09438606
 -0.00207997  0.24474378 -0.00930107  0.09959371 -0.01497313  0.03293108
 -0.08991913  0.16847748  0.02399048 -0.16317193 -0.09432457 -0.10065676
 -0.16168952  0.07684132 -0.0478589  -0.04454708 -0.05233334  0.07155397
 -0.02252779 -0.0105031  -0.04078661 -0.08198686 -0.09286743  0.07741202
  0.04581562 -0.04635745  0.00783121  0.08342691 -0.03015016  0.05735236
  0.09543367  0.07362191 -0.04582579  0.08082923 -0.1016654  -0.05976182
 -0.07606558 -0.10078959 -0.10134574  0.10340179 -0.11879119  0.15711504
 -0.0773809  -0.10102957  0.30012903 -0.02754383 -0.00362007  0.12668629
 -0.07209734 -0.05091947 -0.03360641 -0.20348632  0.01273861 -0.03764039
 -0.04613288 -0.04095662  0.19951198 -0.08419105 -0.10754706  0.02817506
 -0.01607426  0.09371419  0.01179038 -0.08643722  0.07028907  0.10787202
  0.06341393 -0.05044372 -0.05720792 -0.08546705 -0.10941712 -0.09717129
 -0.03496844  0.00804341 -0.10217611  0.06700268 -0.01619784  0.13248587
 -0.03681163 -0.05970753]",[0. 1. 0. 0. 0. 0. 0. 0.]
107,"[-0.03894106 -0.06535683  0.24181859  0.02791143 -0.05145201  0.07190132
 -0.08645542 -0.03229964  0.17289732  0.05958004 -0.03488768 -0.07200303
  0.08881756 -0.09705668 -0.08317776  0.06461011  0.01180729 -0.08650127
  0.09844581 -0.10014565 -0.08546089 -0.06763215 -0.03348724  0.08638316
  0.10007011 -0.03505403 -0.04989604 -0.00096032  0.0844823  -0.03011496
  0.1318684  -0.0016384   0.05341449 -0.00702318  0.00036072  0.03266661
  0.18198076 -0.05075749  0.06707022  0.00266086 -0.03580451 -0.06244029
  0.01673119 -0.01909297  0.01493743 -0.0269432  -0.06924748 -0.09438606
 -0.00207997  0.24474378 -0.00930107  0.09959371 -0.01497313  0.03293108
 -0.08991913  0.16847748  0.02399048 -0.16317193 -0.09432457 -0.10065676
 -0.16168952  0.07684132 -0.0478589  -0.04454708 -0.05233334  0.07155397
 -0.02252779 -0.0105031  -0.04078661 -0.08198686 -0.09286743  0.07741202
  0.04581562 -0.04635745  0.00783121  0.08342691 -0.03015016  0.05735236
  0.09543367  0.07362191 -0.04582579  0.08082923 -0.1016654  -0.05976182
 -0.07606558 -0.10078959 -0.10134574  0.10340179 -0.11879119  0.15711504
 -0.0773809  -0.10102957  0.30012903 -0.02754383 -0.00362007  0.12668629
 -0.07209734 -0.05091947 -0.03360641 -0.20348632  0.01273861 -0.03764039
 -0.04613288 -0.04095662  0.19951198 -0.08419105 -0.10754706  0.02817506
 -0.01607426  0.09371419  0.01179038 -0.08643722  0.07028907  0.10787202
  0.06341393 -0.05044372 -0.05720792 -0.08546705 -0.10941712 -0.09717129
 -0.03496844  0.00804341 -0.10217611  0.06700268 -0.01619784  0.13248587
 -0.03681163 -0.05970753]",[0. 0. 1. 0. 0. 0. 0. 0.]
108,"[-0.03786123 -0.06891716  0.23963009  0.03215613 -0.04088102  0.06348365
 -0.08651853 -0.00775841  0.17229743  0.06721611 -0.04823443 -0.0535171
  0.09844516 -0.0943872  -0.07306381  0.0673971   0.00866375 -0.08404676
  0.08356142 -0.10325719 -0.08942327 -0.06479415 -0.02978407  0.09141919
  0.10143125 -0.03627224 -0.04513454  0.01845543  0.0625597  -0.03932241
  0.15240398 -0.00483237  0.05112187 -0.02297582  0.0139733   0.03386254
  0.1860569  -0.05472751  0.05990661  0.0005817  -0.03111106 -0.05881225
  0.02179166 -0.01337005  0.01730536 -0.01248724 -0.06201062 -0.08967166
  0.00414716  0.24080385 -0.00113157  0.09958013 -0.02476362  0.04549039
 -0.09392083  0.15300399  0.02961959 -0.15513508 -0.09250608 -0.10094298
 -0.15913635  0.08062852 -0.05115876 -0.05045323 -0.03739117  0.06477556
 -0.02043904 -0.01840547 -0.04873706 -0.08140292 -0.09913981  0.06493861
  0.0371648  -0.02890636  0.0229939   0.10281226 -0.04447453  0.08177669
  0.11458389  0.05267296 -0.04786846  0.07119591 -0.10292223 -0.07005921
 -0.08081255 -0.09989686 -0.10060956  0.08718138 -0.11829516  0.15468769
 -0.0747024  -0.10259036  0.3080958  -0.0215204   0.00280931  0.1199124
 -0.08056548 -0.04610433 -0.04966719 -0.19586623  0.01600765 -0.02871482
 -0.0433768  -0.03790464  0.1935211  -0.0756501  -0.10511274  0.04084473
 -0.0106422   0.08381341  0.00903107 -0.08550705  0.08662589  0.09778013
  0.07199249 -0.07277825 -0.05761805 -0.08613203 -0.10939445 -0.09331378
 -0.04298737  0.00809365 -0.10528189  0.09248879 -0.02704204  0.14489694
 -0.03659421 -0.05177891]",[0. 1. 0. 0. 0. 0. 0. 0.]
109,"[-0.03786123 -0.06891716  0.23963009  0.03215613 -0.04088102  0.06348365
 -0.08651853 -0.00775841  0.17229743  0.06721611 -0.04823443 -0.0535171
  0.09844516 -0.0943872  -0.07306381  0.0673971   0.00866375 -0.08404676
  0.08356142 -0.10325719 -0.08942327 -0.06479415 -0.02978407  0.09141919
  0.10143125 -0.03627224 -0.04513454  0.01845543  0.0625597  -0.03932241
  0.15240398 -0.00483237  0.05112187 -0.02297582  0.0139733   0.03386254
  0.1860569  -0.05472751  0.05990661  0.0005817  -0.03111106 -0.05881225
  0.02179166 -0.01337005  0.01730536 -0.01248724 -0.06201062 -0.08967166
  0.00414716  0.24080385 -0.00113157  0.09958013 -0.02476362  0.04549039
 -0.09392083  0.15300399  0.02961959 -0.15513508 -0.09250608 -0.10094298
 -0.15913635  0.08062852 -0.05115876 -0.05045323 -0.03739117  0.06477556
 -0.02043904 -0.01840547 -0.04873706 -0.08140292 -0.09913981  0.06493861
  0.0371648  -0.02890636  0.0229939   0.10281226 -0.04447453  0.08177669
  0.11458389  0.05267296 -0.04786846  0.07119591 -0.10292223 -0.07005921
 -0.08081255 -0.09989686 -0.10060956  0.08718138 -0.11829516  0.15468769
 -0.0747024  -0.10259036  0.3080958  -0.0215204   0.00280931  0.1199124
 -0.08056548 -0.04610433 -0.04966719 -0.19586623  0.01600765 -0.02871482
 -0.0433768  -0.03790464  0.1935211  -0.0756501  -0.10511274  0.04084473
 -0.0106422   0.08381341  0.00903107 -0.08550705  0.08662589  0.09778013
  0.07199249 -0.07277825 -0.05761805 -0.08613203 -0.10939445 -0.09331378
 -0.04298737  0.00809365 -0.10528189  0.09248879 -0.02704204  0.14489694
 -0.03659421 -0.05177891]",[0. 0. 1. 0. 0. 0. 0. 0.]
110,"[-0.03079339 -0.08110919  0.23231754  0.0230269  -0.01878482  0.08361933
 -0.08762007 -0.03083595  0.17803787  0.06289318 -0.05605599 -0.04330326
  0.10150543 -0.09547677 -0.07198478  0.06994595  0.02650506 -0.08311447
  0.06660526 -0.10289233 -0.09228734 -0.0699839  -0.03402934  0.07807031
  0.09765187 -0.04621795 -0.04900717  0.02964754  0.05423377 -0.04800349
  0.15972444 -0.00939329  0.03593864 -0.02103211  0.03565984  0.02958597
  0.18746972 -0.06260338  0.05586985  0.00763062 -0.02922321 -0.05975263
  0.03319292 -0.00062556  0.0222581  -0.01836085 -0.05627152 -0.09005321
 -0.00422138  0.2533032   0.0042451   0.09587287 -0.03073244  0.05383981
 -0.09151678  0.13704254  0.02933521 -0.14883436 -0.09938052 -0.1006892
 -0.16075706  0.07885893 -0.05616827 -0.05242152 -0.02391871  0.06066554
 -0.02772414 -0.01268916 -0.04819148 -0.08177152 -0.09911004  0.08014151
  0.05182265 -0.01104504  0.0202229   0.0983941  -0.04837357  0.07765345
  0.12173475  0.04595325 -0.05760325  0.0624411  -0.1018954  -0.069587
 -0.06880008 -0.08305465 -0.10032661  0.08607746 -0.11733101  0.15028249
 -0.06053655 -0.10225802  0.3033819  -0.00788949  0.02371657  0.1184144
 -0.07844761 -0.02914941 -0.04962848 -0.19489765  0.02023211 -0.02553203
 -0.04782568 -0.03356423  0.2045906  -0.06802349 -0.10262839  0.04877453
 -0.01577704  0.09065119  0.01015879 -0.09074795  0.09798294  0.10590196
  0.07471172 -0.07425051 -0.0488117  -0.0865932  -0.10940903 -0.09284607
 -0.05199162  0.02028187 -0.10244741  0.08526653 -0.03569374  0.13690399
 -0.03448976 -0.06044119]",[0. 1. 0. 0. 0. 0. 0. 0.]
111,"[-0.03079339 -0.08110919  0.23231754  0.0230269  -0.01878482  0.08361933
 -0.08762007 -0.03083595  0.17803787  0.06289318 -0.05605599 -0.04330326
  0.10150543 -0.09547677 -0.07198478  0.06994595  0.02650506 -0.08311447
  0.06660526 -0.10289233 -0.09228734 -0.0699839  -0.03402934  0.07807031
  0.09765187 -0.04621795 -0.04900717  0.02964754  0.05423377 -0.04800349
  0.15972444 -0.00939329  0.03593864 -0.02103211  0.03565984  0.02958597
  0.18746972 -0.06260338  0.05586985  0.00763062 -0.02922321 -0.05975263
  0.03319292 -0.00062556  0.0222581  -0.01836085 -0.05627152 -0.09005321
 -0.00422138  0.2533032   0.0042451   0.09587287 -0.03073244  0.05383981
 -0.09151678  0.13704254  0.02933521 -0.14883436 -0.09938052 -0.1006892
 -0.16075706  0.07885893 -0.05616827 -0.05242152 -0.02391871  0.06066554
 -0.02772414 -0.01268916 -0.04819148 -0.08177152 -0.09911004  0.08014151
  0.05182265 -0.01104504  0.0202229   0.0983941  -0.04837357  0.07765345
  0.12173475  0.04595325 -0.05760325  0.0624411  -0.1018954  -0.069587
 -0.06880008 -0.08305465 -0.10032661  0.08607746 -0.11733101  0.15028249
 -0.06053655 -0.10225802  0.3033819  -0.00788949  0.02371657  0.1184144
 -0.07844761 -0.02914941 -0.04962848 -0.19489765  0.02023211 -0.02553203
 -0.04782568 -0.03356423  0.2045906  -0.06802349 -0.10262839  0.04877453
 -0.01577704  0.09065119  0.01015879 -0.09074795  0.09798294  0.10590196
  0.07471172 -0.07425051 -0.0488117  -0.0865932  -0.10940903 -0.09284607
 -0.05199162  0.02028187 -0.10244741  0.08526653 -0.03569374  0.13690399
 -0.03448976 -0.06044119]",[0. 0. 1. 0. 0. 0. 0. 0.]
112,"[-0.02546307 -0.06811588  0.23187274  0.04289293 -0.02226755  0.06761233
 -0.08317466 -0.0185029   0.18197887  0.04473969 -0.05950927 -0.02621507
  0.07439697 -0.08531746 -0.06313594  0.05890332  0.0180439  -0.07425752
  0.0722295  -0.09577388 -0.08870849 -0.06524398 -0.02691652  0.05878676
  0.11520783 -0.03665337 -0.05156924  0.02281244  0.06278575 -0.03298101
  0.157873    0.0019981   0.03409939 -0.03314498  0.0311448   0.0238537
  0.23042433 -0.0702776   0.09128045 -0.02459344 -0.01567801 -0.04170219
  0.02996832  0.00317036  0.02766268 -0.0225284  -0.04630709 -0.08910799
  0.01163432  0.25396645 -0.01315824  0.120254   -0.01347602  0.06850874
 -0.09121567  0.10544246  0.00760117 -0.14710951 -0.1067562  -0.09869132
 -0.1579568   0.05607424 -0.05458032 -0.03809983 -0.03471416  0.03571371
 -0.03264718 -0.00726708 -0.04402879 -0.0786586  -0.09589382  0.07422765
  0.06652041 -0.01078257  0.03784832  0.08475634 -0.03733136  0.07989492
  0.12213397  0.03921399 -0.057928    0.06590904 -0.09784372 -0.0557091
 -0.07141411 -0.10009354 -0.09553703  0.08555199 -0.11362125  0.16839036
 -0.06655257 -0.09949546  0.31883097 -0.00668485  0.04561781  0.12473591
 -0.07107841 -0.03325087 -0.04325622 -0.20619613  0.03270578 -0.02089856
 -0.05375699 -0.04226697  0.1903189  -0.08136979 -0.09782089  0.03425557
 -0.00112654  0.09731309 -0.01346138 -0.09057807  0.08461852  0.12428057
  0.07209209 -0.07111194 -0.05864698 -0.08061497 -0.1064403  -0.09075099
 -0.06200448  0.02150067 -0.09957889  0.0792697  -0.05709147  0.09132523
 -0.04071353 -0.06260229]",[0. 1. 0. 0. 0. 0. 0. 0.]
113,"[-0.02546307 -0.06811588  0.23187274  0.04289293 -0.02226755  0.06761233
 -0.08317466 -0.0185029   0.18197887  0.04473969 -0.05950927 -0.02621507
  0.07439697 -0.08531746 -0.06313594  0.05890332  0.0180439  -0.07425752
  0.0722295  -0.09577388 -0.08870849 -0.06524398 -0.02691652  0.05878676
  0.11520783 -0.03665337 -0.05156924  0.02281244  0.06278575 -0.03298101
  0.157873    0.0019981   0.03409939 -0.03314498  0.0311448   0.0238537
  0.23042433 -0.0702776   0.09128045 -0.02459344 -0.01567801 -0.04170219
  0.02996832  0.00317036  0.02766268 -0.0225284  -0.04630709 -0.08910799
  0.01163432  0.25396645 -0.01315824  0.120254   -0.01347602  0.06850874
 -0.09121567  0.10544246  0.00760117 -0.14710951 -0.1067562  -0.09869132
 -0.1579568   0.05607424 -0.05458032 -0.03809983 -0.03471416  0.03571371
 -0.03264718 -0.00726708 -0.04402879 -0.0786586  -0.09589382  0.07422765
  0.06652041 -0.01078257  0.03784832  0.08475634 -0.03733136  0.07989492
  0.12213397  0.03921399 -0.057928    0.06590904 -0.09784372 -0.0557091
 -0.07141411 -0.10009354 -0.09553703  0.08555199 -0.11362125  0.16839036
 -0.06655257 -0.09949546  0.31883097 -0.00668485  0.04561781  0.12473591
 -0.07107841 -0.03325087 -0.04325622 -0.20619613  0.03270578 -0.02089856
 -0.05375699 -0.04226697  0.1903189  -0.08136979 -0.09782089  0.03425557
 -0.00112654  0.09731309 -0.01346138 -0.09057807  0.08461852  0.12428057
  0.07209209 -0.07111194 -0.05864698 -0.08061497 -0.1064403  -0.09075099
 -0.06200448  0.02150067 -0.09957889  0.0792697  -0.05709147  0.09132523
 -0.04071353 -0.06260229]",[0. 0. 1. 0. 0. 0. 0. 0.]
114,"[-0.04318912 -0.07644806  0.22882776  0.0307193  -0.03153669  0.07560712
 -0.08858381 -0.03061073  0.17395172  0.06636758 -0.06031508 -0.02228046
  0.08522278 -0.0936527  -0.06163565  0.06580323  0.02572423 -0.08293927
  0.05488239 -0.09790959 -0.090959   -0.07783882 -0.03025801  0.0833707
  0.11612668 -0.04418793 -0.0357719   0.01177608  0.05540177 -0.03631015
  0.15608595  0.02159389  0.03540621 -0.05230661  0.01404982  0.02700855
  0.21656804 -0.06836935  0.09216928 -0.02258126 -0.01631967 -0.04970678
  0.02444975 -0.00746254  0.01813964 -0.02508421 -0.044195   -0.0938504
 -0.00514417  0.23324284 -0.00492543  0.11015089 -0.01883692  0.03523685
 -0.1045479   0.12321313  0.03005924 -0.15462448 -0.09526978 -0.10243453
 -0.15973037  0.06176517 -0.05390661 -0.05211483 -0.04224947  0.02275327
 -0.03139862 -0.00632544 -0.04386758 -0.07878475 -0.10027488  0.07738404
  0.05615902 -0.01438379  0.01853857  0.08696543 -0.02254771  0.09394917
  0.11568418  0.03617935 -0.04577339  0.0655768  -0.10072728 -0.05489097
 -0.0657884  -0.10731928 -0.0984806   0.07785695 -0.11797799  0.15554638
 -0.07285864 -0.10180126  0.30209178 -0.01274956  0.02630185  0.13325362
 -0.0814148  -0.02699315 -0.05489669 -0.20717482  0.03548648 -0.02396741
 -0.06116374 -0.046337    0.18339036 -0.08711332 -0.10130522  0.05307956
 -0.00470381  0.10192917 -0.00563121 -0.09261862  0.10383817  0.10602649
  0.06085425 -0.07463882 -0.06471783 -0.07630283 -0.1092208  -0.0951846
 -0.05457337  0.01952596 -0.10175891  0.10761693 -0.04678732  0.10492293
 -0.03568487 -0.06220076]",[0. 1. 0. 0. 0. 0. 0. 0.]
115,"[-0.04318912 -0.07644806  0.22882776  0.0307193  -0.03153669  0.07560712
 -0.08858381 -0.03061073  0.17395172  0.06636758 -0.06031508 -0.02228046
  0.08522278 -0.0936527  -0.06163565  0.06580323  0.02572423 -0.08293927
  0.05488239 -0.09790959 -0.090959   -0.07783882 -0.03025801  0.0833707
  0.11612668 -0.04418793 -0.0357719   0.01177608  0.05540177 -0.03631015
  0.15608595  0.02159389  0.03540621 -0.05230661  0.01404982  0.02700855
  0.21656804 -0.06836935  0.09216928 -0.02258126 -0.01631967 -0.04970678
  0.02444975 -0.00746254  0.01813964 -0.02508421 -0.044195   -0.0938504
 -0.00514417  0.23324284 -0.00492543  0.11015089 -0.01883692  0.03523685
 -0.1045479   0.12321313  0.03005924 -0.15462448 -0.09526978 -0.10243453
 -0.15973037  0.06176517 -0.05390661 -0.05211483 -0.04224947  0.02275327
 -0.03139862 -0.00632544 -0.04386758 -0.07878475 -0.10027488  0.07738404
  0.05615902 -0.01438379  0.01853857  0.08696543 -0.02254771  0.09394917
  0.11568418  0.03617935 -0.04577339  0.0655768  -0.10072728 -0.05489097
 -0.0657884  -0.10731928 -0.0984806   0.07785695 -0.11797799  0.15554638
 -0.07285864 -0.10180126  0.30209178 -0.01274956  0.02630185  0.13325362
 -0.0814148  -0.02699315 -0.05489669 -0.20717482  0.03548648 -0.02396741
 -0.06116374 -0.046337    0.18339036 -0.08711332 -0.10130522  0.05307956
 -0.00470381  0.10192917 -0.00563121 -0.09261862  0.10383817  0.10602649
  0.06085425 -0.07463882 -0.06471783 -0.07630283 -0.1092208  -0.0951846
 -0.05457337  0.01952596 -0.10175891  0.10761693 -0.04678732  0.10492293
 -0.03568487 -0.06220076]",[0. 0. 1. 0. 0. 0. 0. 0.]
116,"[-0.05148749 -0.07643253  0.23981781  0.03607205 -0.0528245   0.05158705
 -0.08445388 -0.02762299  0.17924105  0.05255478 -0.05796389 -0.01376391
  0.08624636 -0.08764552 -0.0633307   0.05201705  0.01103786 -0.07517835
  0.06342917 -0.09743396 -0.09025913 -0.07701363 -0.03272808  0.07225443
  0.12880927 -0.04224986 -0.03291822  0.02064772  0.05408531 -0.04035178
  0.15029879  0.01768412  0.04427807 -0.05821323  0.02753176  0.01131727
  0.21424198 -0.07663536  0.09250583 -0.00384416  0.00378359 -0.04549872
  0.01735137  0.01511778  0.00866865 -0.02356595 -0.0476826  -0.08694816
 -0.00111803  0.23527898 -0.00605565  0.13783258 -0.00813212  0.0588987
 -0.09983415  0.11088684  0.0192938  -0.15183817 -0.10046083 -0.09679361
 -0.15932249  0.05183271 -0.05647015 -0.05018644 -0.02357798  0.01001074
 -0.02576757 -0.01281251 -0.05454818 -0.07585305 -0.10128706  0.09167422
  0.04282733 -0.00837652  0.03087855  0.09297562 -0.04120599  0.08859044
  0.10142802  0.0344437  -0.05256291  0.06721056 -0.10014973 -0.05798449
 -0.06959388 -0.10223296 -0.09590454  0.06947481 -0.1162838   0.15830533
 -0.0737113  -0.10147101  0.29744402 -0.00948775  0.0286667   0.154775
 -0.07427303 -0.03505541 -0.0643753  -0.20696244  0.03398081 -0.02594937
 -0.05505808 -0.05232022  0.16854504 -0.08659796 -0.10006617  0.05879687
 -0.00240532  0.10756731 -0.00886013 -0.09181714  0.11340293  0.10372455
  0.06333912 -0.08075378 -0.06647471 -0.07847978 -0.10883021 -0.08627357
 -0.06072889  0.03172025 -0.10258372  0.09186408 -0.04241728  0.10523112
 -0.03997793 -0.05986356]",[0. 1. 0. 0. 0. 0. 0. 0.]
117,"[-0.05148749 -0.07643253  0.23981781  0.03607205 -0.0528245   0.05158705
 -0.08445388 -0.02762299  0.17924105  0.05255478 -0.05796389 -0.01376391
  0.08624636 -0.08764552 -0.0633307   0.05201705  0.01103786 -0.07517835
  0.06342917 -0.09743396 -0.09025913 -0.07701363 -0.03272808  0.07225443
  0.12880927 -0.04224986 -0.03291822  0.02064772  0.05408531 -0.04035178
  0.15029879  0.01768412  0.04427807 -0.05821323  0.02753176  0.01131727
  0.21424198 -0.07663536  0.09250583 -0.00384416  0.00378359 -0.04549872
  0.01735137  0.01511778  0.00866865 -0.02356595 -0.0476826  -0.08694816
 -0.00111803  0.23527898 -0.00605565  0.13783258 -0.00813212  0.0588987
 -0.09983415  0.11088684  0.0192938  -0.15183817 -0.10046083 -0.09679361
 -0.15932249  0.05183271 -0.05647015 -0.05018644 -0.02357798  0.01001074
 -0.02576757 -0.01281251 -0.05454818 -0.07585305 -0.10128706  0.09167422
  0.04282733 -0.00837652  0.03087855  0.09297562 -0.04120599  0.08859044
  0.10142802  0.0344437  -0.05256291  0.06721056 -0.10014973 -0.05798449
 -0.06959388 -0.10223296 -0.09590454  0.06947481 -0.1162838   0.15830533
 -0.0737113  -0.10147101  0.29744402 -0.00948775  0.0286667   0.154775
 -0.07427303 -0.03505541 -0.0643753  -0.20696244  0.03398081 -0.02594937
 -0.05505808 -0.05232022  0.16854504 -0.08659796 -0.10006617  0.05879687
 -0.00240532  0.10756731 -0.00886013 -0.09181714  0.11340293  0.10372455
  0.06333912 -0.08075378 -0.06647471 -0.07847978 -0.10883021 -0.08627357
 -0.06072889  0.03172025 -0.10258372  0.09186408 -0.04241728  0.10523112
 -0.03997793 -0.05986356]",[0. 0. 1. 0. 0. 0. 0. 0.]
