,features,ids
152,"[-5.11429757e-02 -5.73068522e-02  2.46133476e-01  6.30652383e-02
 -5.53181507e-02  6.41791299e-02 -9.97893661e-02 -6.89404607e-02
  1.57316372e-01 -3.49749140e-02 -6.34580329e-02 -5.63021861e-02
  7.66527429e-02 -9.29751545e-02 -1.04749247e-01 -3.42640020e-02
 -4.44893613e-02 -7.44569004e-02  1.46022841e-01 -1.03276454e-01
 -4.27061729e-02 -5.15374169e-02 -2.76339278e-02  2.44508740e-02
  1.11033916e-01 -2.19992604e-02 -5.85456751e-02  4.94757853e-02
  8.91561955e-02 -1.52662965e-02  1.27987593e-01 -1.81844080e-05
  4.20642346e-02  3.78066525e-02 -2.75877081e-02 -8.71352665e-03
  2.46731997e-01 -7.24988505e-02  1.43010110e-01 -8.57000276e-02
  5.05496413e-02  3.89233381e-02 -6.15507513e-02  2.01815646e-02
 -3.85022163e-02 -5.11106178e-02 -4.98477966e-02 -8.15197229e-02
  2.93659717e-02  1.87174648e-01  2.16261521e-02  2.21555084e-01
  5.82900085e-02  3.19706239e-02 -7.76627660e-02  1.08070299e-01
 -6.78781196e-02 -1.22498468e-01 -7.38048851e-02 -9.37832892e-02
 -1.56616747e-01 -2.66680121e-02 -5.57706654e-02 -5.53376116e-02
 -8.64501521e-02  6.54260442e-02 -4.41868417e-02 -6.22478612e-02
 -2.86602862e-02 -4.58934121e-02 -6.08754121e-02 -1.63216889e-02
  3.35493572e-02 -3.17240320e-02  4.95934635e-02  1.26546144e-01
 -1.75508000e-02  2.86340527e-03  4.29761373e-02 -4.95610833e-02
  1.88566856e-02  1.15726262e-01 -1.01608403e-01 -7.17611909e-02
 -8.79811198e-02 -1.30096465e-01 -8.76306817e-02  1.48727745e-01
 -1.09731354e-01  1.67414322e-01 -1.16453469e-01 -1.07034147e-01
  2.19706237e-01 -9.01444703e-02  1.13290595e-02  1.29274026e-01
  6.10627159e-02 -2.42283326e-02 -3.57448570e-02 -1.60712287e-01
 -4.68671210e-02 -8.06247890e-02 -6.97388351e-02 -8.32268894e-02
  1.21569782e-01 -9.99560431e-02 -9.52647701e-02  1.75134715e-04
 -6.21232018e-03  9.47990939e-02  8.23785923e-03 -9.40919742e-02
  7.43371323e-02  9.53398272e-02  1.31384984e-01 -6.42082468e-02
 -8.94600302e-02 -1.69205572e-02 -1.12147957e-01 -9.16553810e-02
 -7.94259682e-02  1.78639381e-03 -7.38648847e-02  1.26639765e-03
  8.94766953e-03  1.80898346e-02 -7.98668861e-02 -8.75561088e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
153,"[-5.11429757e-02 -5.73068522e-02  2.46133476e-01  6.30652383e-02
 -5.53181507e-02  6.41791299e-02 -9.97893661e-02 -6.89404607e-02
  1.57316372e-01 -3.49749140e-02 -6.34580329e-02 -5.63021861e-02
  7.66527429e-02 -9.29751545e-02 -1.04749247e-01 -3.42640020e-02
 -4.44893613e-02 -7.44569004e-02  1.46022841e-01 -1.03276454e-01
 -4.27061729e-02 -5.15374169e-02 -2.76339278e-02  2.44508740e-02
  1.11033916e-01 -2.19992604e-02 -5.85456751e-02  4.94757853e-02
  8.91561955e-02 -1.52662965e-02  1.27987593e-01 -1.81844080e-05
  4.20642346e-02  3.78066525e-02 -2.75877081e-02 -8.71352665e-03
  2.46731997e-01 -7.24988505e-02  1.43010110e-01 -8.57000276e-02
  5.05496413e-02  3.89233381e-02 -6.15507513e-02  2.01815646e-02
 -3.85022163e-02 -5.11106178e-02 -4.98477966e-02 -8.15197229e-02
  2.93659717e-02  1.87174648e-01  2.16261521e-02  2.21555084e-01
  5.82900085e-02  3.19706239e-02 -7.76627660e-02  1.08070299e-01
 -6.78781196e-02 -1.22498468e-01 -7.38048851e-02 -9.37832892e-02
 -1.56616747e-01 -2.66680121e-02 -5.57706654e-02 -5.53376116e-02
 -8.64501521e-02  6.54260442e-02 -4.41868417e-02 -6.22478612e-02
 -2.86602862e-02 -4.58934121e-02 -6.08754121e-02 -1.63216889e-02
  3.35493572e-02 -3.17240320e-02  4.95934635e-02  1.26546144e-01
 -1.75508000e-02  2.86340527e-03  4.29761373e-02 -4.95610833e-02
  1.88566856e-02  1.15726262e-01 -1.01608403e-01 -7.17611909e-02
 -8.79811198e-02 -1.30096465e-01 -8.76306817e-02  1.48727745e-01
 -1.09731354e-01  1.67414322e-01 -1.16453469e-01 -1.07034147e-01
  2.19706237e-01 -9.01444703e-02  1.13290595e-02  1.29274026e-01
  6.10627159e-02 -2.42283326e-02 -3.57448570e-02 -1.60712287e-01
 -4.68671210e-02 -8.06247890e-02 -6.97388351e-02 -8.32268894e-02
  1.21569782e-01 -9.99560431e-02 -9.52647701e-02  1.75134715e-04
 -6.21232018e-03  9.47990939e-02  8.23785923e-03 -9.40919742e-02
  7.43371323e-02  9.53398272e-02  1.31384984e-01 -6.42082468e-02
 -8.94600302e-02 -1.69205572e-02 -1.12147957e-01 -9.16553810e-02
 -7.94259682e-02  1.78639381e-03 -7.38648847e-02  1.26639765e-03
  8.94766953e-03  1.80898346e-02 -7.98668861e-02 -8.75561088e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
154,"[-0.05147247 -0.06182995  0.2475591   0.05619474 -0.05592565  0.07628855
 -0.1015593  -0.0720076   0.15580046 -0.03537396 -0.06584459 -0.05766741
  0.07318956 -0.09611536 -0.1063721  -0.02538694 -0.04662642 -0.07289325
  0.14400034 -0.10404891 -0.04971264 -0.05433636 -0.03638904  0.02773502
  0.10312242 -0.02522333 -0.05388284  0.04622825  0.0910094  -0.0220302
  0.1326196   0.00777573  0.04604694  0.02979699 -0.02298961 -0.00765267
  0.24454227 -0.07055659  0.14321993 -0.08151326  0.04240988  0.0363629
 -0.06750972  0.01832078 -0.04280067 -0.05049416 -0.05262104 -0.08324067
  0.02575297  0.17956287  0.02206642  0.21451311  0.05706039  0.03655724
 -0.08318105  0.12294082 -0.06289688 -0.12247726 -0.06496326 -0.09710582
 -0.15796366 -0.01913859 -0.05464797 -0.06553079 -0.08669689  0.05575955
 -0.03670163 -0.06100782 -0.02907016 -0.0452017  -0.06541409 -0.01706744
  0.02876021 -0.03547975  0.04252739  0.12545785 -0.01946077  0.00591247
  0.04449647 -0.04485175  0.02028392  0.11144996 -0.10385071 -0.06987235
 -0.08483257 -0.12908722 -0.09005253  0.14485542 -0.11291409  0.16255508
 -0.11800389 -0.10919152  0.21948269 -0.0916831   0.00098293  0.12439808
  0.05434882 -0.02255452 -0.04659558 -0.16199274 -0.04619157 -0.08456314
 -0.0734889  -0.08370396  0.123106   -0.1006119  -0.09729396  0.00820355
 -0.01111973  0.09318698  0.01077173 -0.09543707  0.08945505  0.08706531
  0.12544446 -0.07100908 -0.08743767 -0.02104072 -0.1142401  -0.09360505
 -0.08162782 -0.0077742  -0.07753472  0.00283346  0.01836121  0.03191868
 -0.08000252 -0.0885766 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
155,"[-0.05147247 -0.06182995  0.2475591   0.05619474 -0.05592565  0.07628855
 -0.1015593  -0.0720076   0.15580046 -0.03537396 -0.06584459 -0.05766741
  0.07318956 -0.09611536 -0.1063721  -0.02538694 -0.04662642 -0.07289325
  0.14400034 -0.10404891 -0.04971264 -0.05433636 -0.03638904  0.02773502
  0.10312242 -0.02522333 -0.05388284  0.04622825  0.0910094  -0.0220302
  0.1326196   0.00777573  0.04604694  0.02979699 -0.02298961 -0.00765267
  0.24454227 -0.07055659  0.14321993 -0.08151326  0.04240988  0.0363629
 -0.06750972  0.01832078 -0.04280067 -0.05049416 -0.05262104 -0.08324067
  0.02575297  0.17956287  0.02206642  0.21451311  0.05706039  0.03655724
 -0.08318105  0.12294082 -0.06289688 -0.12247726 -0.06496326 -0.09710582
 -0.15796366 -0.01913859 -0.05464797 -0.06553079 -0.08669689  0.05575955
 -0.03670163 -0.06100782 -0.02907016 -0.0452017  -0.06541409 -0.01706744
  0.02876021 -0.03547975  0.04252739  0.12545785 -0.01946077  0.00591247
  0.04449647 -0.04485175  0.02028392  0.11144996 -0.10385071 -0.06987235
 -0.08483257 -0.12908722 -0.09005253  0.14485542 -0.11291409  0.16255508
 -0.11800389 -0.10919152  0.21948269 -0.0916831   0.00098293  0.12439808
  0.05434882 -0.02255452 -0.04659558 -0.16199274 -0.04619157 -0.08456314
 -0.0734889  -0.08370396  0.123106   -0.1006119  -0.09729396  0.00820355
 -0.01111973  0.09318698  0.01077173 -0.09543707  0.08945505  0.08706531
  0.12544446 -0.07100908 -0.08743767 -0.02104072 -0.1142401  -0.09360505
 -0.08162782 -0.0077742  -0.07753472  0.00283346  0.01836121  0.03191868
 -0.08000252 -0.0885766 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
156,"[-0.05955623 -0.05315755  0.24626897  0.04551586 -0.06323778  0.09041143
 -0.09879622 -0.07586456  0.12106883 -0.03865314 -0.07769636 -0.03674164
  0.09229695 -0.103785   -0.10862239 -0.02816373 -0.05128853 -0.08225876
  0.16965121 -0.10921514 -0.05736315 -0.06915823 -0.05799865  0.06130197
  0.05835196 -0.02275097 -0.01840474  0.0478268   0.08046918 -0.02742359
  0.12467562  0.03427865  0.05812371  0.00774873 -0.04179193  0.0339966
  0.22024103 -0.06144428  0.17275237 -0.09435996  0.05610962 -0.00318589
 -0.08540004  0.0211784  -0.05226489 -0.03962727 -0.05389022 -0.08841538
  0.05209752  0.11539855  0.06677161  0.21331427  0.03258301  0.01407622
 -0.09065299  0.15751986 -0.04599825 -0.14034556 -0.04753975 -0.10254098
 -0.1415009  -0.00987557 -0.06322448 -0.06517534 -0.09175666  0.02439568
 -0.03123345 -0.06387533 -0.01728351 -0.05149029 -0.06517276 -0.06448466
 -0.01866168 -0.03000033  0.02540823  0.11918069 -0.02553623 -0.01210238
  0.02526544 -0.07647636  0.09468444  0.11365915 -0.10989635 -0.0690785
 -0.06544449 -0.12069098 -0.09234986  0.13084583 -0.121465    0.13397704
 -0.12696059 -0.11702108  0.20284827 -0.10511513 -0.00362041  0.11323952
  0.05975789 -0.00820982 -0.04681132 -0.16363513 -0.03479981 -0.08935649
 -0.09202732 -0.08488653  0.09669869 -0.10590181 -0.10439003  0.02311938
 -0.01508597  0.07249538  0.04685435 -0.09571965  0.10436236  0.06349723
  0.11529353 -0.07185294 -0.08621681 -0.02552559 -0.11808647 -0.0949176
 -0.08108196 -0.04809829 -0.07108983  0.02639112  0.0456133   0.04882853
 -0.09031621 -0.08882927]",[0. 1. 0. 0. 0. 0. 0. 0.]
157,"[-0.05955623 -0.05315755  0.24626897  0.04551586 -0.06323778  0.09041143
 -0.09879622 -0.07586456  0.12106883 -0.03865314 -0.07769636 -0.03674164
  0.09229695 -0.103785   -0.10862239 -0.02816373 -0.05128853 -0.08225876
  0.16965121 -0.10921514 -0.05736315 -0.06915823 -0.05799865  0.06130197
  0.05835196 -0.02275097 -0.01840474  0.0478268   0.08046918 -0.02742359
  0.12467562  0.03427865  0.05812371  0.00774873 -0.04179193  0.0339966
  0.22024103 -0.06144428  0.17275237 -0.09435996  0.05610962 -0.00318589
 -0.08540004  0.0211784  -0.05226489 -0.03962727 -0.05389022 -0.08841538
  0.05209752  0.11539855  0.06677161  0.21331427  0.03258301  0.01407622
 -0.09065299  0.15751986 -0.04599825 -0.14034556 -0.04753975 -0.10254098
 -0.1415009  -0.00987557 -0.06322448 -0.06517534 -0.09175666  0.02439568
 -0.03123345 -0.06387533 -0.01728351 -0.05149029 -0.06517276 -0.06448466
 -0.01866168 -0.03000033  0.02540823  0.11918069 -0.02553623 -0.01210238
  0.02526544 -0.07647636  0.09468444  0.11365915 -0.10989635 -0.0690785
 -0.06544449 -0.12069098 -0.09234986  0.13084583 -0.121465    0.13397704
 -0.12696059 -0.11702108  0.20284827 -0.10511513 -0.00362041  0.11323952
  0.05975789 -0.00820982 -0.04681132 -0.16363513 -0.03479981 -0.08935649
 -0.09202732 -0.08488653  0.09669869 -0.10590181 -0.10439003  0.02311938
 -0.01508597  0.07249538  0.04685435 -0.09571965  0.10436236  0.06349723
  0.11529353 -0.07185294 -0.08621681 -0.02552559 -0.11808647 -0.0949176
 -0.08108196 -0.04809829 -0.07108983  0.02639112  0.0456133   0.04882853
 -0.09031621 -0.08882927]",[0. 0. 1. 0. 0. 0. 0. 0.]
158,"[-0.06223416 -0.04973545  0.23519985  0.03190227 -0.06091874  0.05700105
 -0.10305961 -0.08431601  0.11078484 -0.05252115 -0.0781392  -0.01672097
  0.0870329  -0.10213932 -0.11778041 -0.03222662 -0.0622551  -0.08361639
  0.15668347 -0.0979974  -0.04390539 -0.06612935 -0.05186752  0.02914448
  0.06883235 -0.02793651 -0.0157436   0.01206038  0.05995799 -0.02578473
  0.11910101 -0.00708172  0.05693662  0.00320451 -0.05755914  0.01905697
  0.22536135 -0.06428158  0.19640443 -0.10222293  0.07648351  0.0065573
 -0.08488329  0.01575081 -0.06010713 -0.06100713 -0.05999416 -0.09687181
  0.04130357  0.12576124  0.04681792  0.23916095  0.01666074 -0.00044961
 -0.07062108  0.15347895 -0.05823063 -0.12372695 -0.05263317 -0.10143393
 -0.13919665 -0.01621664 -0.0561713  -0.06413    -0.09570757  0.0270908
 -0.02897648 -0.05320116 -0.03074898 -0.04183004 -0.0704534  -0.07634872
  0.00330381 -0.02386354  0.02094363  0.10104097 -0.01202052 -0.02227239
  0.02496112 -0.09479395  0.10924582  0.10871002 -0.11078296 -0.06701127
 -0.06187491 -0.12398537 -0.09653209  0.13524824 -0.12736419  0.14759308
 -0.13207616 -0.1187336   0.15189832 -0.10704408  0.02816531  0.11433463
  0.07108234 -0.01124055 -0.03810663 -0.16216585 -0.06315766 -0.0828988
 -0.09164076 -0.09619307  0.08197508 -0.11035002 -0.11075801  0.00049815
 -0.01716979  0.07739581  0.01898346 -0.09006256  0.10741276  0.04909445
  0.16360253 -0.07938227 -0.09124312 -0.00942031 -0.12150349 -0.09421007
 -0.07954045 -0.03196857 -0.05993066  0.01547206  0.02434491  0.03257411
 -0.09419689 -0.0902832 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
159,"[-0.06223416 -0.04973545  0.23519985  0.03190227 -0.06091874  0.05700105
 -0.10305961 -0.08431601  0.11078484 -0.05252115 -0.0781392  -0.01672097
  0.0870329  -0.10213932 -0.11778041 -0.03222662 -0.0622551  -0.08361639
  0.15668347 -0.0979974  -0.04390539 -0.06612935 -0.05186752  0.02914448
  0.06883235 -0.02793651 -0.0157436   0.01206038  0.05995799 -0.02578473
  0.11910101 -0.00708172  0.05693662  0.00320451 -0.05755914  0.01905697
  0.22536135 -0.06428158  0.19640443 -0.10222293  0.07648351  0.0065573
 -0.08488329  0.01575081 -0.06010713 -0.06100713 -0.05999416 -0.09687181
  0.04130357  0.12576124  0.04681792  0.23916095  0.01666074 -0.00044961
 -0.07062108  0.15347895 -0.05823063 -0.12372695 -0.05263317 -0.10143393
 -0.13919665 -0.01621664 -0.0561713  -0.06413    -0.09570757  0.0270908
 -0.02897648 -0.05320116 -0.03074898 -0.04183004 -0.0704534  -0.07634872
  0.00330381 -0.02386354  0.02094363  0.10104097 -0.01202052 -0.02227239
  0.02496112 -0.09479395  0.10924582  0.10871002 -0.11078296 -0.06701127
 -0.06187491 -0.12398537 -0.09653209  0.13524824 -0.12736419  0.14759308
 -0.13207616 -0.1187336   0.15189832 -0.10704408  0.02816531  0.11433463
  0.07108234 -0.01124055 -0.03810663 -0.16216585 -0.06315766 -0.0828988
 -0.09164076 -0.09619307  0.08197508 -0.11035002 -0.11075801  0.00049815
 -0.01716979  0.07739581  0.01898346 -0.09006256  0.10741276  0.04909445
  0.16360253 -0.07938227 -0.09124312 -0.00942031 -0.12150349 -0.09421007
 -0.07954045 -0.03196857 -0.05993066  0.01547206  0.02434491  0.03257411
 -0.09419689 -0.0902832 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
160,"[-0.06653566 -0.0588895   0.25146136  0.02630466 -0.0403851   0.08261528
 -0.09795657 -0.08665203  0.09781865 -0.05640651 -0.08217185 -0.0326663
  0.11942746 -0.10375673 -0.11211503 -0.02209172 -0.06425296 -0.06166777
  0.14390415 -0.08754616 -0.04605094 -0.0669018  -0.05289584  0.03189255
  0.0650482  -0.01892424 -0.00308203  0.03888527  0.04640156 -0.04211801
  0.10443785  0.01488185  0.11114819 -0.00126748 -0.05418498 -0.01001469
  0.22529608 -0.06431483  0.15630412 -0.10431992  0.06302146 -0.003914
 -0.07776417  0.03748636 -0.04888193 -0.05819909 -0.079324   -0.08710613
  0.02468089  0.11220136  0.05888335  0.22141008  0.01521638 -0.01967016
 -0.06872534  0.18661161 -0.04832121 -0.1209613  -0.04476367 -0.08923253
 -0.13084252  0.00726851 -0.06745797 -0.05316348 -0.10257684  0.00795598
 -0.00852844 -0.05593042 -0.01971816 -0.04071794 -0.05710812 -0.07110623
 -0.01209971 -0.01641122  0.03505678  0.11331741 -0.03632398 -0.03279538
 -0.01461673 -0.09281746  0.12875171  0.08733878 -0.10922933 -0.04611431
 -0.06045736 -0.12940578 -0.09565961  0.16167162 -0.12656438  0.15556791
 -0.13147412 -0.1153654   0.17475474 -0.10315511  0.00236623  0.11245701
  0.08324516  0.00616024 -0.03250876 -0.15986861 -0.05989285 -0.083278
 -0.09162501 -0.08978025  0.09053977 -0.1107142  -0.09640037  0.00568019
 -0.02222539  0.0788708   0.0359679  -0.07686128  0.09884461  0.0330058
  0.1785856  -0.0784033  -0.08463685 -0.02373232 -0.11518396 -0.0823518
 -0.08203742 -0.03911707 -0.03787414  0.03803627  0.0662801   0.03688135
 -0.09555905 -0.08144312]",[0. 1. 0. 0. 0. 0. 0. 0.]
161,"[-0.06653566 -0.0588895   0.25146136  0.02630466 -0.0403851   0.08261528
 -0.09795657 -0.08665203  0.09781865 -0.05640651 -0.08217185 -0.0326663
  0.11942746 -0.10375673 -0.11211503 -0.02209172 -0.06425296 -0.06166777
  0.14390415 -0.08754616 -0.04605094 -0.0669018  -0.05289584  0.03189255
  0.0650482  -0.01892424 -0.00308203  0.03888527  0.04640156 -0.04211801
  0.10443785  0.01488185  0.11114819 -0.00126748 -0.05418498 -0.01001469
  0.22529608 -0.06431483  0.15630412 -0.10431992  0.06302146 -0.003914
 -0.07776417  0.03748636 -0.04888193 -0.05819909 -0.079324   -0.08710613
  0.02468089  0.11220136  0.05888335  0.22141008  0.01521638 -0.01967016
 -0.06872534  0.18661161 -0.04832121 -0.1209613  -0.04476367 -0.08923253
 -0.13084252  0.00726851 -0.06745797 -0.05316348 -0.10257684  0.00795598
 -0.00852844 -0.05593042 -0.01971816 -0.04071794 -0.05710812 -0.07110623
 -0.01209971 -0.01641122  0.03505678  0.11331741 -0.03632398 -0.03279538
 -0.01461673 -0.09281746  0.12875171  0.08733878 -0.10922933 -0.04611431
 -0.06045736 -0.12940578 -0.09565961  0.16167162 -0.12656438  0.15556791
 -0.13147412 -0.1153654   0.17475474 -0.10315511  0.00236623  0.11245701
  0.08324516  0.00616024 -0.03250876 -0.15986861 -0.05989285 -0.083278
 -0.09162501 -0.08978025  0.09053977 -0.1107142  -0.09640037  0.00568019
 -0.02222539  0.0788708   0.0359679  -0.07686128  0.09884461  0.0330058
  0.1785856  -0.0784033  -0.08463685 -0.02373232 -0.11518396 -0.0823518
 -0.08203742 -0.03911707 -0.03787414  0.03803627  0.0662801   0.03688135
 -0.09555905 -0.08144312]",[0. 0. 1. 0. 0. 0. 0. 0.]
162,"[-0.06209319 -0.0586637   0.2317595   0.03062927 -0.02549491  0.09517454
 -0.10364791 -0.07709789  0.05321262 -0.0520283  -0.08775236 -0.01193767
  0.07475707 -0.1072633  -0.11892414  0.00179424 -0.05942335 -0.08292382
  0.12558758 -0.07429315 -0.0610433  -0.06784798 -0.06296559  0.03841004
  0.01977085 -0.00371547 -0.01547543  0.01780895  0.05776234 -0.0476956
  0.11457113  0.03230606  0.08197292 -0.01439866 -0.03692352  0.03149421
  0.23924685 -0.05961457  0.1728792  -0.0998086   0.07311317 -0.0129837
 -0.07560309  0.03260649 -0.06464738 -0.05851581 -0.07364949 -0.10178166
  0.03134178  0.09461176  0.06275211  0.20694415  0.00043382 -0.00213112
 -0.07664777  0.20262499 -0.04253289 -0.11433435 -0.00681861 -0.10528981
 -0.14381458  0.03084686 -0.0631734  -0.06456404 -0.10503277 -0.03305078
 -0.00574204 -0.04894678 -0.02341343 -0.06177825 -0.04413743 -0.08727666
 -0.03524666  0.0091262   0.03204215  0.10974339 -0.03765256 -0.01696739
 -0.01142066 -0.09449869  0.17278226  0.09736685 -0.11763173 -0.03167487
 -0.05220888 -0.10859048 -0.10024824  0.16424164 -0.13275684  0.1451419
 -0.13542448 -0.12054621  0.190106   -0.095881    0.03357352  0.06165332
  0.03887794  0.01576919 -0.04635949 -0.14182387 -0.04093301 -0.08025007
 -0.09978344 -0.08949988  0.10993081 -0.10411154 -0.09825113 -0.00937702
 -0.01945218  0.04592182  0.01230373 -0.07158958  0.11719763  0.05519381
  0.16394165 -0.0986887  -0.08001971 -0.02779717 -0.11592844 -0.09276379
 -0.09132015 -0.05598633 -0.05815148  0.075982    0.05501958  0.04171002
 -0.09372991 -0.08519635]",[0. 1. 0. 0. 0. 0. 0. 0.]
163,"[-0.06209319 -0.0586637   0.2317595   0.03062927 -0.02549491  0.09517454
 -0.10364791 -0.07709789  0.05321262 -0.0520283  -0.08775236 -0.01193767
  0.07475707 -0.1072633  -0.11892414  0.00179424 -0.05942335 -0.08292382
  0.12558758 -0.07429315 -0.0610433  -0.06784798 -0.06296559  0.03841004
  0.01977085 -0.00371547 -0.01547543  0.01780895  0.05776234 -0.0476956
  0.11457113  0.03230606  0.08197292 -0.01439866 -0.03692352  0.03149421
  0.23924685 -0.05961457  0.1728792  -0.0998086   0.07311317 -0.0129837
 -0.07560309  0.03260649 -0.06464738 -0.05851581 -0.07364949 -0.10178166
  0.03134178  0.09461176  0.06275211  0.20694415  0.00043382 -0.00213112
 -0.07664777  0.20262499 -0.04253289 -0.11433435 -0.00681861 -0.10528981
 -0.14381458  0.03084686 -0.0631734  -0.06456404 -0.10503277 -0.03305078
 -0.00574204 -0.04894678 -0.02341343 -0.06177825 -0.04413743 -0.08727666
 -0.03524666  0.0091262   0.03204215  0.10974339 -0.03765256 -0.01696739
 -0.01142066 -0.09449869  0.17278226  0.09736685 -0.11763173 -0.03167487
 -0.05220888 -0.10859048 -0.10024824  0.16424164 -0.13275684  0.1451419
 -0.13542448 -0.12054621  0.190106   -0.095881    0.03357352  0.06165332
  0.03887794  0.01576919 -0.04635949 -0.14182387 -0.04093301 -0.08025007
 -0.09978344 -0.08949988  0.10993081 -0.10411154 -0.09825113 -0.00937702
 -0.01945218  0.04592182  0.01230373 -0.07158958  0.11719763  0.05519381
  0.16394165 -0.0986887  -0.08001971 -0.02779717 -0.11592844 -0.09276379
 -0.09132015 -0.05598633 -0.05815148  0.075982    0.05501958  0.04171002
 -0.09372991 -0.08519635]",[0. 0. 1. 0. 0. 0. 0. 0.]
164,"[-0.05071697 -0.06696897  0.20731314  0.01137998 -0.03655684  0.11386009
 -0.09953255 -0.06933286  0.09114267 -0.04080313 -0.08068918 -0.01877134
  0.04498257 -0.11367488 -0.10184606 -0.01139141 -0.04447478 -0.08454198
  0.12253407 -0.10049839 -0.07754089 -0.07945484 -0.04954289  0.02479146
  0.04309069 -0.01049084 -0.01357535  0.0075963   0.04561403 -0.01566982
  0.15259826 -0.00541825  0.06578104 -0.01898947 -0.06087913  0.05734209
  0.22599545 -0.07639725  0.17208745 -0.09278144  0.07731088 -0.03072084
 -0.04015377  0.01035499 -0.06173753 -0.02514206 -0.06619627 -0.10450174
  0.06048819  0.10005332  0.08385666  0.20587654  0.01596978 -0.00590437
 -0.08052441  0.18194745 -0.03540711 -0.11103629 -0.03411414 -0.10928177
 -0.13907892  0.00980769 -0.07878379 -0.06379066 -0.09541246 -0.04879488
 -0.04005163 -0.05385399 -0.00157988 -0.07017113 -0.04984534 -0.05964324
 -0.04446023 -0.01072098 -0.00760505  0.10808611 -0.03185514  0.00409748
 -0.01353572 -0.08806175  0.15471208  0.11077937 -0.11558571 -0.04911174
 -0.0458461  -0.08215881 -0.10103092  0.15510464 -0.12543972  0.14910628
 -0.13136147 -0.12507291  0.21656306 -0.09959524 -0.00291536  0.08788498
  0.05662599  0.01859316 -0.04458646 -0.14107971 -0.02789195 -0.10209285
 -0.10116173 -0.09243286  0.12285394 -0.0982983  -0.09593202 -0.00804079
 -0.02226312  0.06313112  0.04810825 -0.09040342  0.09550793  0.08471681
  0.15353538 -0.07670729 -0.08293925 -0.03057527 -0.12020388 -0.09047437
 -0.09175041 -0.03499104 -0.06582147  0.04626549  0.05521968  0.0876184
 -0.09972758 -0.09382108]",[0. 1. 0. 0. 0. 0. 0. 0.]
165,"[-0.05071697 -0.06696897  0.20731314  0.01137998 -0.03655684  0.11386009
 -0.09953255 -0.06933286  0.09114267 -0.04080313 -0.08068918 -0.01877134
  0.04498257 -0.11367488 -0.10184606 -0.01139141 -0.04447478 -0.08454198
  0.12253407 -0.10049839 -0.07754089 -0.07945484 -0.04954289  0.02479146
  0.04309069 -0.01049084 -0.01357535  0.0075963   0.04561403 -0.01566982
  0.15259826 -0.00541825  0.06578104 -0.01898947 -0.06087913  0.05734209
  0.22599545 -0.07639725  0.17208745 -0.09278144  0.07731088 -0.03072084
 -0.04015377  0.01035499 -0.06173753 -0.02514206 -0.06619627 -0.10450174
  0.06048819  0.10005332  0.08385666  0.20587654  0.01596978 -0.00590437
 -0.08052441  0.18194745 -0.03540711 -0.11103629 -0.03411414 -0.10928177
 -0.13907892  0.00980769 -0.07878379 -0.06379066 -0.09541246 -0.04879488
 -0.04005163 -0.05385399 -0.00157988 -0.07017113 -0.04984534 -0.05964324
 -0.04446023 -0.01072098 -0.00760505  0.10808611 -0.03185514  0.00409748
 -0.01353572 -0.08806175  0.15471208  0.11077937 -0.11558571 -0.04911174
 -0.0458461  -0.08215881 -0.10103092  0.15510464 -0.12543972  0.14910628
 -0.13136147 -0.12507291  0.21656306 -0.09959524 -0.00291536  0.08788498
  0.05662599  0.01859316 -0.04458646 -0.14107971 -0.02789195 -0.10209285
 -0.10116173 -0.09243286  0.12285394 -0.0982983  -0.09593202 -0.00804079
 -0.02226312  0.06313112  0.04810825 -0.09040342  0.09550793  0.08471681
  0.15353538 -0.07670729 -0.08293925 -0.03057527 -0.12020388 -0.09047437
 -0.09175041 -0.03499104 -0.06582147  0.04626549  0.05521968  0.0876184
 -0.09972758 -0.09382108]",[0. 0. 1. 0. 0. 0. 0. 0.]
